StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40_1,Q40_2,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48
3/3/21 17:04,3/3/21 17:08,100,276,TRUE,3/3/21 17:08,R_2dMkpBEHKJ6AxLZ,EN,Somewhat healthy,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,No,,Sometimes,Never,Rarely,A little,A little,Sometimes,Never,Never,Rarely,Never,Rarely,Somewhat,Sometimes,Rarely,Less than once a month,Sometimes,Never,Never,Never,Never,Some,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Worsened,legs ,stomach,stomach,face,No,No,,No,,...third year,Female,20
3/3/21 17:04,3/3/21 17:08,100,257,TRUE,3/3/21 17:08,R_UhVYrCq6HDIa0Wl,EN,Very healthy,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,No,,Never,Never,Not applicable,Not at all,Not at all,Sometimes,Rarely,Sometimes,Rarely,Never,Not applicable,Somewhat,Extremely often,Extremely often,Less than once a month,Extremely often,Never,Never,Rarely,Never,All,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Improved,Body fat%,Lack of lean mass,Biceps,Chest,No,No,,No,,...second year,Male,19
3/3/21 17:04,3/3/21 17:08,100,288,TRUE,3/3/21 17:08,R_PzHGZ9YX6I9gWNr,EN,Not at all healthy,Always,Very often,Extremely often,Extremely often,Rarely,Sometimes,No,,Very often,Sometimes,Always,Quite a bit,Quite a bit,Always,Rarely,Extremely often,Extremely often,Very often,Very often,Somewhat,Very often,Extremely often,Once or twice a month,Very often,Never,Sometimes,Rarely,Never,A few,Rarely,Very often,Rarely,Rarely,Extremely often,Extremely often,Stayed about the same,none,stomach,stomach,arms,No,No,,No,,...third year,Female,20
3/3/21 17:04,3/3/21 17:09,100,276,TRUE,3/3/21 17:09,R_VPT9QQi2Hdqkbtv,EN,A little healthy,Very often,Sometimes,Sometimes,Extremely often,Rarely,Rarely,Yes,Sometimes,,Sometimes,Sometimes,A little,A little,Always,Sometimes,Extremely often,Sometimes,Very often,Sometimes,Slightly,Very often,Very often,Once or twice a month,Very often,Rarely,Never,Rarely,Never,Some,Never,Very often,Rarely,Extremely often,Extremely often,Extremely often,Worsened,waist,arms,arms,legs,No,No,,No,,...third year,Female,21
3/3/21 17:04,3/3/21 17:09,100,278,TRUE,3/3/21 17:09,R_3Hz6A2Q3ErN5uHQ,EN,A little healthy,Very often,Sometimes,Very often,Sometimes,Rarely,Sometimes,Yes,Never,,Rarely,Sometimes,A little,Quite a bit,Very often,Very often,Very often,Never,Very often,Rarely,Somewhat,Never,,Less than once a month,Very often,Never,Never,Rarely,Never,A few,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Improved,my face and stomach,my arms ,face,arms,Yes,Yes,therapy for many years for eating disorder,Yes,anorexia and body dismorphic disorder,...second year,Female,19
3/3/21 17:04,3/3/21 17:09,100,305,TRUE,3/3/21 17:09,R_1P00RWdKQ3QlmjK,EN,Somewhat healthy,Very often,Rarely,Very often,Very Often,Never,Never,No,,Never,Never,Very often,A little,A little,Very often,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Somewhat,Very often,Very often,Less than once a month,Sometimes,Never,Never,Rarely,Rarely,Most,Rarely,Very often,Rarely,Never,Rarely,Rarely,Worsened,butt,stomach,boobs,arms,No,No,,No,,...first year,Female,18
3/3/21 17:04,3/3/21 17:09,100,278,TRUE,3/3/21 17:09,R_UACGIIuLnXPlffH,EN,Somewhat healthy,Always,Very often,Extremely often,Extremely often,Sometimes,Extremely often,Yes,Rarely,,Rarely,Sometimes,A little,A little,Very often,Very often,Sometimes,Rarely,Sometimes,Sometimes,Somewhat,Sometimes,Rarely,Less than once a month,Sometimes,Never,Never,Never,Never,Some,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Worsened,Hair,Waist ,Hair,Eyes,No,No,,No,,...second year,Female,19
3/3/21 17:04,3/3/21 17:09,100,255,TRUE,3/3/21 17:09,R_30f1KO04lv79qTe,EN,Somewhat healthy,Sometimes,Very often,Sometimes,Very Often,Never,Rarely,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Somewhat,Extremely often,Sometimes,Less than once a month,Sometimes,Never,Never,Never,Never,Some,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Worsened,My midsection ,Legs ,Hair ,Abs,No,No,,No,,...first year,Female,19
3/3/21 17:04,3/3/21 17:09,100,248,TRUE,3/3/21 17:09,R_2bU9i9m2HqaUXCy,EN,A little healthy,Very often,Rarely,Very often,Very Often,Rarely,Never,No,,Sometimes,Rarely,Never,A little,A little,Always,Rarely,Sometimes,Sometimes,Rarely,Rarely,Somewhat,Extremely often,Very often,Once a week,Sometimes,Never,Never,Sometimes,Never,Most,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Worsened,muscular legs,"chubby face, stomach fat",stomach,butt,No,No,,No,,...first year,Female,19
3/3/21 17:04,3/3/21 17:09,100,284,TRUE,3/3/21 17:09,R_28YREsZetX65E43,EN,Very healthy,Always,Sometimes,Very often,Very Often,Rarely,Rarely,No,,Very often,Always,Not applicable,Not at all,Not at all,Very often,Never,Never,Sometimes,Very often,Not applicable,Slightly,Extremely often,Very often,Once a day,Extremely often,Never,Never,Sometimes,Never,A few,Sometimes,Sometimes,Sometimes,Never,Rarely,Very often,Stayed about the same,"My lungs and legs, I have worked hard to become a rather good runner.",Despite my BMI I am unsatisfied with the amount of fat I have. It only doesn't bother me when I don't have time to think about it.,Torso/front,Legs,No,No,,No,,...first year,Male,22
3/3/21 17:06,3/3/21 17:09,100,158,TRUE,3/3/21 17:09,R_OdnqVBfgYuxzsQN,EN,Somewhat healthy,Very often,Sometimes,Very often,Extremely often,Sometimes,Sometimes,Yes,Rarely,,Rarely,Rarely,Some,Some,Always,Very often,Very often,Extremely often,Always,Very often,Somewhat,Very often,Very often,Less than once a month,Sometimes,Never,Never,Rarely,Never,Most,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Worsened,My smile,My legs ,My skin,My stomach ,Yes,Yes,Therapy ,No,,...third year,Female,21
3/3/21 17:04,3/3/21 17:09,100,289,TRUE,3/3/21 17:09,R_3rIY1EjFElGp5ov,EN,A little healthy,Very often,Sometimes,Very often,Very Often,Extremely often,Rarely,Yes,Rarely,,Sometimes,Very often,A little,Some,Very often,Very often,Very often,Extremely often,Rarely,Never,Somewhat,Sometimes,Sometimes,Less than once a month,Sometimes,Never,Rarely,Sometimes,Extremely often,Some,Sometimes,Extremely often,Sometimes,Very often,Extremely often,Sometimes,Stayed about the same,Boobs,Belly,Belly,Boobs,Yes,Yes,"Therapy, in relation to other issues where body image comes up",No,,...fourth year,Female,22
3/3/21 17:04,3/3/21 17:09,100,271,TRUE,3/3/21 17:09,R_3eyRHDytNQNIsED,EN,Somewhat healthy,Very often,Sometimes,Very often,Extremely often,Sometimes,Very often,Yes,Very often,,Rarely,Never,Some,Quite a bit,Always,Never,Never,Sometimes,Always,Never,Slightly,Extremely often,Extremely often,Less than once a month,Sometimes,Never,Never,Never,Never,A few,Sometimes,Very often,Rarely,Very often,Extremely often,Rarely,Worsened,My eyes,My legs ,Legs,Stomach,No,No,,No,,...third year,Female,21
3/3/21 17:04,3/3/21 17:09,100,275,TRUE,3/3/21 17:09,R_2CQwdICyxSc0B9A,EN,Very healthy,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Rarely,Yes,Rarely,,Rarely,Sometimes,A little,Some,Very often,Sometimes,Rarely,Rarely,Rarely,Rarely,Somewhat,Very often,Sometimes,Less than once a month,Sometimes,Rarely,Never,Never,Never,Most,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Improved,my boobs & my butt :),my acne,skin on face,stomach,No,Yes,counseling for anxiety,No,,...second year,Female,19
3/3/21 17:04,3/3/21 17:09,100,294,TRUE,3/3/21 17:09,R_rlJ92QwEEB1Q2DD,EN,A little healthy,Always,Very often,Very often,Extremely often,Rarely,Very often,Yes,Rarely,,Sometimes,Rarely,A little,Some,Very often,Never,Rarely,Rarely,Sometimes,Rarely,Somewhat,Extremely often,Very often,Less than once a month,Sometimes,Never,Never,Never,Rarely,Some,Sometimes,Rarely,Rarely,Very often,Extremely often,Sometimes,Stayed about the same,hair,stomach,stomach,hair,No,No,,No,,...fourth year,Female,21
3/3/21 17:05,3/3/21 17:09,100,225,TRUE,3/3/21 17:09,R_1Ehacgd0Sh3jGca,EN,A little healthy,Sometimes,Never,Rarely,Sometimes,Never,Never,No,,Never,Never,Not applicable,Not at all,Not at all,Very often,Sometimes,Never,Sometimes,Very often,Not applicable,Very,Rarely,Sometimes,Less than once a month,Never,Sometimes,Never,Never,Never,Some,Sometimes,Very often,Rarely,Never,Sometimes,Rarely,Stayed about the same,My legs,My butt,Butt,Stomach,No,No,,No,,...first year,Nonbinary,21
3/3/21 17:04,3/3/21 17:09,100,285,TRUE,3/3/21 17:09,R_RrdwXQIlpVr9m0h,EN,Somewhat healthy,Sometimes,Never,Sometimes,Very Often,Never,Never,No,,Sometimes,Sometimes,Not applicable,Not at all,A little,Always,Rarely,Sometimes,Rarely,Sometimes,Never,Somewhat,Sometimes,Rarely,Once a day,Extremely often,Never,Never,Never,Rarely,A few,Rarely,Rarely,Rarely,Rarely,Very often,Very often,Improved,My hair,My stomach ,Stomach,Face,No,No,,No,,...third year,Female,21
3/3/21 17:05,3/3/21 17:09,100,240,TRUE,3/3/21 17:09,R_1ersjXlUgSpiAL5,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Very Often,Rarely,Sometimes,Yes,Rarely,,Never,Never,Some,Not at all,Very often,Sometimes,Sometimes,Sometimes,Very often,Rarely,Somewhat,Very often,Sometimes,Once a week,Very often,Rarely,Never,Never,Never,Some,Sometimes,Very often,Rarely,Sometimes,Rarely,Sometimes,Stayed about the same,hands,chin,chin,thighs,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,30
3/3/21 17:04,3/3/21 17:09,100,309,TRUE,3/3/21 17:09,R_XvRMKk4IpprUg8N,EN,Not at all healthy,Always,Always,Extremely often,Extremely often,Never,Sometimes,No,,Never,Never,Not applicable,Some,Quite a bit,Always,Never,Extremely often,Never,Never,Never,Not at all,Extremely often,Extremely often,Less than once a month,Never,Never,Very often,Never,Sometimes,Some,Sometimes,Sometimes,Never,Extremely often,Extremely often,Rarely,Worsened,My hair,Stomach and arms,Butt,Stomach,No,No,,No,,...first year,Female,19
3/3/21 17:04,3/3/21 17:09,100,307,TRUE,3/3/21 17:09,R_2X0zggC3FSS6PdK,EN,Very healthy,Sometimes,Rarely,Sometimes,Sometimes,Never,Rarely,Yes,Never,,Never,Never,Not at all,A little,Very often,Rarely,Sometimes,Rarely,Rarely,Never,Very,Sometimes,Very often,Less than once a month,Rarely,Never,Never,Sometimes,Never,Most,Sometimes,Very often,Rarely,Sometimes,Sometimes,Sometimes,Worsened,Waist/hips,Legs,Upper Legs,Stomach,No,No,,No,,...second year,Female,19
3/3/21 17:04,3/3/21 17:09,100,294,TRUE,3/3/21 17:09,R_3dRMsxVXCrFPd4F,EN,A little healthy,Always,Very often,Very often,Extremely often,Sometimes,Sometimes,Yes,Sometimes,,Never,Never,Some,Some,Always,Sometimes,Sometimes,Sometimes,Very often,Never,Very,Very often,Sometimes,Less than once a month,Extremely often,Never,Never,Rarely,Never,A few,Sometimes,Sometimes,Rarely,Rarely,Very often,Very often,Stayed about the same,Face,Stomach.,Stomach,Arms,Yes,No,,No,,...third year,Female,21
3/3/21 17:04,3/3/21 17:09,100,300,TRUE,3/3/21 17:09,R_1CryOyGl1DsibBK,EN,A little healthy,Sometimes,Rarely,Sometimes,Very Often,Rarely,Rarely,Yes,Never,,Rarely,Rarely,A little,A little,Sometimes,Never,Very often,Very often,Sometimes,Never,Somewhat,Sometimes,Very often,Once a week,Sometimes,Never,Never,Rarely,Never,Some,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Stayed about the same,My butt,My stomach ,My stomach,My face,No,No,,No,,...second year,Female,23
3/3/21 17:04,3/3/21 17:09,100,273,TRUE,3/3/21 17:09,R_1mEPcWIZW0GwmuZ,EN,Somewhat healthy,Always,Very often,Very often,Very Often,Rarely,Sometimes,No,,Extremely often,Always,Not applicable,A little,Not at all,Always,Extremely often,Never,Very often,Sometimes,Very often,Somewhat,Never,,Less than once a month,Extremely often,Never,Never,Sometimes,Extremely often,Some,Sometimes,Very often,Never,Sometimes,Extremely often,Sometimes,Improved,my hair,my stomach,face,stomach,No,Yes,therapist,No,,...first year,Female,19
3/3/21 17:05,3/3/21 17:09,100,256,TRUE,3/3/21 17:09,R_2zdLGRO94FrU9Qa,EN,Somewhat healthy,Always,Very often,Extremely often,Extremely often,Sometimes,Sometimes,Yes,Never,,Sometimes,Sometimes,A little,A great deal,Always,Sometimes,Extremely often,Very often,Rarely,Never,Extremely,Sometimes,Extremely often,Once a day,Rarely,Never,Never,Sometimes,Sometimes,Some,Sometimes,Very often,Rarely,Sometimes,Extremely often,Sometimes,Improved,"My legs, face, and chest","Stomach, arms, butt",Stomach,Boobs,No,Yes,Counseling/therapy,No,,...first year,Female,19
3/3/21 17:04,3/3/21 17:09,100,280,TRUE,3/3/21 17:09,R_pKrZFlL9IMLbm01,EN,Somewhat healthy,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Yes,Never,,Never,Sometimes,A little,Some,Very often,Sometimes,Very often,Very often,Very often,Rarely,Somewhat,Very often,Very often,Less than once a month,Sometimes,Never,Never,Never,Never,A few,Very often,Extremely often,Rarely,Very often,Very often,Very often,Stayed about the same,Waist,Butt,Abs,Legs,No,No,,No,,...second year,Female,20
3/3/21 17:04,3/3/21 17:09,100,319,TRUE,3/3/21 17:09,R_2h7yGK7qaWU7Kdb,EN,Somewhat healthy,Very often,Sometimes,Very often,Extremely often,Rarely,Very often,Yes,Very often,,Very often,Sometimes,Some,Quite a bit,Sometimes,Never,Very often,Never,Very often,Never,Very,Very often,Sometimes,Less than once a month,Sometimes,Never,Never,Rarely,Rarely,A few,Sometimes,Rarely,Rarely,Sometimes,Extremely often,Sometimes,Improved,my breasts,my stomach,hair,legs,No,No,,No,,...third year,Female,21
3/3/21 17:04,3/3/21 17:09,100,316,TRUE,3/3/21 17:09,R_2CeK1dOZzx62gAy,EN,Somewhat healthy,Sometimes,Sometimes,Very often,Very Often,Never,Rarely,Yes,Never,,Rarely,Never,A little,A little,Always,Very often,Very often,Never,Rarely,Never,Somewhat,Very often,Extremely often,Less than once a month,Sometimes,Never,Never,Rarely,Never,Some,Sometimes,Sometimes,Never,Sometimes,Rarely,Very often,Worsened,Smile,Stomach,Stomach,Thighs,No,No,,No,,...first year,Female,19
3/3/21 17:04,3/3/21 17:09,100,331,TRUE,3/3/21 17:09,R_1pxiNdOASVqsh7p,EN,Somewhat healthy,Very often,Never,Sometimes,Very Often,Never,Very often,Yes,Never,,Sometimes,Very often,Some,Some,Rarely,Never,Never,Never,Very often,Not applicable,Very,Rarely,Rarely,Less than once a month,Rarely,Never,Never,Never,Never,None,Very often,Very often,Never,Sometimes,Very often,Very often,Stayed about the same,Most Features,Stomach,Skin/ Skincare,Eyes,No,No,,No,,...third year,Female,21
3/3/21 17:04,3/3/21 17:09,100,298,TRUE,3/3/21 17:09,R_3iRc2H6aChmNGwY,EN,Very healthy,Rarely,Rarely,Rarely,Sometimes,Never,Never,Yes,Never,,Never,Not applicable,Not at all,Not at all,Very often,Sometimes,Never,Never,Never,Not applicable,Somewhat,Rarely,Never,Less than once a month,Rarely,Rarely,Never,Never,Never,Most,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Stayed about the same,Height,None,Hair,Stomach,No,No,,No,,...third year,Male,22
3/3/21 17:04,3/3/21 17:09,100,307,TRUE,3/3/21 17:09,R_2tm4XFUJzbL8GE5,EN,A little healthy,Very often,Sometimes,Very often,Very Often,Rarely,Sometimes,No,,Very often,Very often,Sometimes,Some,Some,Always,Very often,Extremely often,Sometimes,Sometimes,Not applicable,Somewhat,Sometimes,Extremely often,Once a week,Extremely often,Never,Never,Sometimes,Never,Most,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Worsened,Face,Weight ,stomach ,legs,Yes,No,,No,,...first year,Male,19
3/3/21 17:04,3/3/21 17:09,100,337,TRUE,3/3/21 17:09,R_1PUDIOpWmhi1dyK,EN,Not at all healthy,Always,Always,Extremely often,Extremely often,Sometimes,Sometimes,Yes,Very often,,Sometimes,Sometimes,Quite a bit,A great deal,Always,Never,Never,Very often,Rarely,Not applicable,Not at all,Extremely often,Extremely often,Once a day,Extremely often,Never,Never,Sometimes,Never,Some,Rarely,Rarely,Sometimes,Sometimes,Extremely often,Sometimes,Worsened,Shoulders and Calves,Chest and Torso ,Shoulders,Legs,No,No,,No,,...graduate student pursuing a Masters or PhD,Male,25
3/3/21 17:04,3/3/21 17:09,100,309,TRUE,3/3/21 17:09,R_2rOxdFJMtujHxnQ,EN,A little healthy,Sometimes,Rarely,Sometimes,Very Often,Never,Never,Yes,Never,,Never,Never,A little,A little,Always,Rarely,Sometimes,Sometimes,Never,Never,Somewhat,Extremely often,Sometimes,Once a week,Sometimes,Never,Never,Never,Never,A few,Rarely,Sometimes,Never,Never,Never,Sometimes,Stayed about the same,hair,stomach,hair,butt,Yes,No,,No,,...graduate student pursuing a Masters or PhD,Female,23
3/3/21 17:05,3/3/21 17:09,100,262,TRUE,3/3/21 17:09,R_cvaHttLbgzvmebL,EN,Somewhat healthy,Very often,Rarely,Rarely,Very Often,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Very often,Rarely,Sometimes,Rarely,Never,Never,Somewhat,Sometimes,Very often,More than once a day,Sometimes,Never,Never,Rarely,Never,Most,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Stayed about the same,stomach,thighs,stomach,face,No,No,,No,,...first year,Female,19
3/3/21 17:05,3/3/21 17:09,100,270,TRUE,3/3/21 17:09,R_1LqbfLcnM3pMOnF,EN,A little healthy,Very often,Sometimes,Very often,Very Often,Never,Sometimes,Yes,Sometimes,,Rarely,Never,A little,A little,Always,Rarely,Never,Rarely,Never,Not applicable,Not at all,Sometimes,Sometimes,Less than once a month,Very often,Never,Never,Never,Never,Most,Never,Never,Never,Sometimes,Very often,Very often,Worsened,Face,Stomach,Stomach,Face,No,No,,No,,...first year,Male,19
3/3/21 17:04,3/3/21 17:09,100,322,TRUE,3/3/21 17:09,R_268YfJkf1X3YPDn,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Very Often,Rarely,Sometimes,No,,Sometimes,Sometimes,Rarely,A little,A little,Very often,Very often,Rarely,Rarely,Sometimes,Rarely,Very,Sometimes,Sometimes,Once a week,Sometimes,Never,Never,Rarely,Never,A few,Rarely,Sometimes,Sometimes,Sometimes,Very often,Rarely,Improved,legs?,stomach/butt,stomach ,butt,Yes,Yes,Therapy,No,,...second year,Female,19
3/3/21 17:04,3/3/21 17:09,100,314,TRUE,3/3/21 17:09,R_3hs7Wq4MYgiA9Vs,EN,Somewhat healthy,Very often,Sometimes,Very often,Very Often,Never,Rarely,No,,Rarely,Sometimes,Not applicable,A little,Some,Always,Never,Very often,Never,Sometimes,Not applicable,Very,Rarely,Very often,Less than once a month,Sometimes,Never,Never,Rarely,Never,Some,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Stayed about the same,Face structure,Stomach fat and loss of muscle ,Face,Stomach,No,No,,No,,...second year,Male,20
3/3/21 17:05,3/3/21 17:09,100,236,TRUE,3/3/21 17:09,R_2xMqD88BsnfPyp4,EN,Extremely healthy,Never,Sometimes,Never,Never,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Always,Very often,Rarely,Never,Never,Not applicable,Extremely,Extremely often,Never,Less than once a month,Never,Never,Never,Never,Never,All,Sometimes,Sometimes,Sometimes,Never,Never,Extremely often,Stayed about the same,Everything,Height,Abs,Arms,Yes,No,,No,,...second year,Male,20
3/3/21 17:07,3/3/21 17:09,100,153,TRUE,3/3/21 17:09,R_1ItP70rcMlrtapj,EN,Extremely healthy,Rarely,Never,Rarely,Sometimes,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Very,Very often,Very often,Less than once a month,Sometimes,Never,Never,Never,Never,Some,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Stayed about the same,,,,,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,25
